code,prefix,database,value,description,description_da,description_da_alt,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
LAB_formueindk_brutto_Q27,LAB,formueindk,brutto_Q27,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 27/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 27/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 27/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q30,LAB,formueindk,brutto_Q30,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 30/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 30/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 30/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q28,LAB,formueindk,brutto_Q28,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 28/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 28/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 28/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q18,LAB,formueindk,brutto_Q18,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 18/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 18/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 18/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q21,LAB,formueindk,brutto_Q21,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 21/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 21/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 21/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q24,LAB,formueindk,brutto_Q24,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 24/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 24/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 24/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q13,LAB,formueindk,brutto_Q13,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 13/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 13/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 13/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q22,LAB,formueindk,brutto_Q22,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 22/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 22/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 22/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q14,LAB,formueindk,brutto_Q14,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 14/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 14/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 14/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
LAB_formueindk_brutto_Q29,LAB,formueindk,brutto_Q29,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 29/100 kvantil,Renteindtægter og realiserede tab/gevinster på værdipapirer (ekskl. beregnet lejeværdi af egen bolig) — 29/100 kvantil,,Interest income and realized gains/losses on securities (excl. imputed rental value of own dwelling) — 29/100 quantile,,,dst_times_formueindk_brutto,generated:quantile_percentile,high,english,,
